model,accuracy,precision,recall,f1,log_loss,roc_auc,pr_auc,brier_score
logistic_regression,0.7374024130589071,0.5034364261168385,0.7834224598930482,0.6129707112970711,0.49678998714414685,0.8414063912785139,0.6324160254841014,0.1687504034086286
hist_gradient_boosting,0.7629524485450674,0.5374531835205992,0.767379679144385,0.6321585903083701,0.4831790945332149,0.8372936526389213,0.6511245808902125,0.1612309891104604
