model,accuracy,precision,recall,f1,log_loss,roc_auc,pr_auc,brier_score
majority_class,0.7345635202271115,0.0,0.0,0.0,0.5786668578341829,0.5,0.2654364797728886,0.1949799619120813
simple_rule,0.7473385379701917,0.5227272727272727,0.553475935828877,0.5376623376623376,4.072421687111889,0.6854336200883515,0.40784074218347016,0.2526614620298084
logistic_regression,0.7374024130589071,0.5034364261168385,0.7834224598930482,0.6129707112970711,0.49678998714414685,0.8414063912785139,0.6324160254841014,0.1687504034086286
